picture,xmax,ymax,xmin,ymin
390271_X1.png,648,1395,710,1421,
390272_N41.png,647,1421,702,1480,
390273_I9.png,640,1474,719,1505,
390274_N35.png,639,1506,720,1528,
390275_N35.png,640,1534,721,1556,
390276_I9.png,640,1558,720,1593,
390277_G17.png,722,0,797,85,
390278_M3.png,721,87,798,112,
390279_X1.png,738,115,787,146,
390280_N5.png,736,150,791,200,
390281_V31.png,722,195,799,236,
390282_G43.png,728,236,795,325,
390283_D36.png,721,322,801,356,
390284_D58.png,742,358,795,424,
390285_V31.png,725,429,796,467,
390286_M17.png,741,470,781,576,
390287_D21.png,721,572,802,603,
390288_V31.png,720,604,798,636,
390289_T20.png,772,633,798,708,
390290_T20.png,748,634,771,708,
390291_T20.png,725,634,748,707,
390292_V31.png,726,707,796,735,
390293_D58.png,742,738,795,811,
390294_V31.png,726,815,799,852,
390295_X1.png,739,849,794,875,
390296_G37.png,724,875,798,945,
390297_G37.png,723,933,800,1001,
390298_G37.png,723,997,804,1063,
390299_R8.png,749,1064,791,1145,
390300_D21.png,726,1145,803,1176,
390301_X1.png,740,1179,788,1205,
390302_UNKNOWN.png,729,1204,795,1311,
390303_UNKNOWN.png,730,1270,797,1379,
390304_UNKNOWN.png,732,1332,804,1436,
390305_Z11.png,735,1407,806,1490,
390306_X1.png,743,1495,803,1531,
390307_Q3.png,768,1530,810,1587,
390308_X1.png,726,1549,771,1584,
390309_Z7.png,812,0,889,32,
390310_N35.png,808,33,892,58,
390311_V31.png,806,58,891,99,
390312_N30.png,808,104,892,141,
390313_N30.png,806,142,892,181,
390314_N30.png,806,184,893,221,
390315_G5.png,809,222,894,309,
390316_Z7.png,809,314,888,347,
390317_N35.png,812,348,886,374,
390318_V31.png,811,371,886,406,
390319_N30.png,811,409,891,444,
390320_N30.png,810,449,892,487,
390321_N30.png,811,488,890,527,
390322_E9.png,808,528,891,574,
390323_O4.png,820,578,873,630,
390324_G35.png,812,631,890,715,
390325_E34.png,818,736,879,772,
390326_N35.png,819,771,877,784,
390327_M17.png,847,784,874,854,
390328_S29.png,827,785,848,854,
390329_V16.png,811,886,891,926,
390330_G35.png,813,926,889,1008,
390331_V31.png,816,1006,892,1038,
390332_N37.png,813,1041,888,1072,
390333_Z1.png,836,1073,867,1111,
390334_I10.png,814,1091,889,1172,
390335_P8.png,842,1129,872,1211,
390336_O50.png,826,1209,885,1254,
390337_Z1.png,872,1254,893,1295,
390338_Z1.png,857,1255,877,1297,
390339_Z1.png,838,1255,859,1297,
390340_Z1.png,818,1255,843,1298,
390341_M17.png,836,1296,881,1389,
390342_F13.png,819,1386,891,1426,
390343_F13.png,819,1421,895,1464,
390344_F13.png,818,1451,898,1496,
390345_X1.png,832,1501,883,1536,
390346_D28.png,824,1533,894,1593,
390347_G17.png,904,0,981,80,
390348_V31.png,900,79,981,120,
390349_S29.png,946,123,983,226,
390350_UNKNOWN.png,918,129,944,228,
390351_N35.png,898,223,983,249,
390352_V28.png,950,244,982,331,
390353_D58.png,902,256,956,329,
390354_X1.png,911,329,975,363,
390355_UNKNOWN.png,929,371,964,474,
390356_V31.png,900,475,981,518,
390357_G17.png,900,509,984,595,
390358_D36.png,899,595,986,623,
390359_V31.png,900,627,986,663,
390360_V24.png,942,664,979,766,
390361_P8.png,904,666,936,769,
390362_G43.png,910,766,981,864,
390363_N35.png,902,865,982,888,
390364_N37.png,901,887,984,921,
390365_X1.png,921,919,977,950,
390366_G35.png,900,946,981,1027,
390367_G43.png,904,1028,986,1125,
390368_Q1.png,942,1128,987,1213,
390369_Q1.png,900,1129,945,1212,
390370_Q1.png,947,1215,991,1291,
390371_X1.png,903,1243,945,1277,
390372_D36.png,903,1288,989,1330,
390373_V31.png,904,1329,988,1361,
390374_G17.png,911,1359,985,1440,
390375_U15.png,907,1441,995,1481,
390376_X1.png,924,1478,978,1508,
390377_UNKNOWN.png,902,1503,990,1536,
390378_UNKNOWN.png,905,1540,991,1574,
390379_V31.png,906,1577,992,1609,
390380_O4.png,1008,0,1062,64,
390381_UNKNOWN.png,995,60,1070,150,
390382_E34.png,1003,162,1059,198,
390383_N35.png,1005,198,1065,218,
390384_M17.png,1034,216,1061,285,
390385_S29.png,1016,217,1039,288,
390386_D35.png,993,324,1083,366,
390387_UNKNOWN.png,997,374,1075,439,
390388_N35.png,997,454,1069,471,
390389_V31.png,993,489,1074,526,
390390_M17.png,1020,531,1054,637,
390391_S29.png,1019,637,1051,740,
390392_G17.png,996,744,1074,828,
390393_X1.png,1009,837,1061,865,
390394_U33.png,1022,869,1060,968,
390395_UNKNOWN.png,995,972,1072,1045,
390396_N35.png,1000,1049,1075,1073,
390397_V31.png,998,1073,1074,1108,
390398_S34.png,1007,1120,1063,1216,
390399_Q1.png,1013,1377,1078,1468,
390400_D2.png,1014,1476,1072,1542,
390401_O50.png,1023,1555,1066,1597,
410000_X8.png,14,27,71,103,
410001_X1.png,16,102,61,125,
410002_UNKNOWN.png,18,123,71,205,
410003_Z1.png,54,202,75,230,
410004_Z1.png,41,204,56,230,
410005_Z1.png,29,205,45,231,
410006_Z1.png,12,204,33,236,
410007_M18.png,28,231,74,317,
410008_N35.png,3,317,77,339,
410009_V31.png,3,337,79,370,
410010_G39.png,6,364,81,437,
410011_V31.png,4,441,81,477,
410012_M18.png,25,475,77,559,
410013_N35.png,4,557,85,585,
410014_V31.png,3,581,85,622,
410015_E34.png,15,639,73,679,
410016_N35.png,14,680,74,700,
410017_M17.png,49,693,71,765,
410018_S29.png,21,697,45,766,
410019_Q3.png,20,787,70,844,
410020_N35.png,7,845,81,874,
410021_N37.png,8,870,88,896,
410022_G1.png,6,898,87,988,
410023_S29.png,34,987,77,1075,
410024_D54.png,15,1076,94,1135,
410025_V13.png,13,1136,95,1166,
410026_N35.png,12,1167,91,1189,
410027_V28.png,30,1186,74,1284,
410028_D21.png,21,1281,95,1310,
410029_X1.png,30,1310,88,1336,
410030_M17.png,33,1338,78,1432,
410031_D36.png,14,1416,97,1455,
410032_D58.png,35,1457,89,1523,
410033_UNKNOWN.png,34,1523,82,1555,
410034_D46.png,87,28,161,59,
410035_V4.png,87,60,159,135,
410036_M23.png,95,120,159,201,
410037_G43.png,95,199,156,284,
410038_G25.png,86,286,164,360,
410039_G25.png,88,360,165,431,
410040_G25.png,90,429,164,502,
410041_M17.png,115,498,148,575,
410042_G17.png,89,570,165,661,
410043_G43.png,102,651,164,741,
410044_N35.png,94,748,164,768,
410045_N35.png,93,766,165,787,
410046_N35.png,92,787,167,808,
410047_U7.png,93,808,168,898,
410048_D21.png,96,900,169,927,
410049_N36.png,92,927,171,955,
410050_G43.png,103,955,165,1051,
410051_I9.png,100,1048,171,1082,
410052_S34.png,106,1080,166,1165,
410053_I9.png,101,1149,174,1187,
410054_M23.png,115,1180,166,1258,
410055_G43.png,113,1256,172,1349,
410056_X1.png,114,1349,163,1380,
410057_S34.png,106,1381,166,1463,
410058_I9.png,107,1449,177,1485,
410059_U7.png,108,1478,173,1553,
410060_D21.png,108,1553,176,1580,
410061_N36.png,107,1579,174,1596,
410062_G17.png,172,25,240,108,
410063_D58.png,185,112,246,176,
410064_G43.png,177,177,239,260,
410065_G25.png,171,263,243,340,
410066_O50.png,190,344,233,379,
410067_N35.png,173,377,246,396,
410068_V13.png,172,394,248,422,
410069_N35.png,173,422,247,441,
410070_M17.png,197,441,230,529,
410071_G17.png,177,523,246,605,
410072_Q1.png,191,600,247,673,
410073_D4.png,175,673,252,701,
410074_Q1.png,192,705,250,783,
410075_X1.png,185,782,242,813,
410076_M17.png,201,818,240,915,
410077_UNKNOWN.png,180,916,251,971,
410078_M17.png,219,967,253,1056,
410079_M17.png,183,970,217,1063,
410080_V28.png,235,1056,262,1147,
410081_G43.png,183,1061,238,1148,
410082_G43.png,189,1149,253,1235,
410083_N35.png,184,1231,262,1256,
410084_R8.png,233,1254,262,1331,
410085_R8.png,207,1255,237,1332,
410086_R8.png,182,1256,211,1330,
410087_M16.png,188,1331,252,1433,
410088_G25.png,186,1436,264,1504,
410089_G25.png,184,1508,269,1578,
410090_G25.png,254,38,333,116,
410091_M17.png,278,122,318,202,
410092_O50.png,270,201,324,243,
410093_G17.png,260,241,339,324,
410094_S29.png,287,331,318,418,
410095_V31.png,256,414,341,452,
410096_V30.png,259,450,339,490,
410097_O50.png,283,488,328,523,
410098_D21.png,261,520,337,550,
410099_G43.png,265,546,339,643,
410100_X1.png,273,642,332,669,
410101_Q1.png,271,669,336,750,
410102_UNKNOWN.png,278,749,330,843,
410103_Z1.png,330,841,344,872,
410104_Z1.png,310,843,326,874,
410105_Z1.png,293,842,311,877,
410106_Z1.png,272,843,294,877,
410107_M18.png,290,878,332,974,
410108_N35.png,268,978,346,1001,
410109_V31.png,266,998,349,1036,
410110_G39.png,267,1037,347,1109,
410111_V31.png,268,1112,350,1151,
410112_M17.png,296,1153,339,1246,
410113_N35.png,271,1242,353,1265,
410114_V31.png,271,1264,350,1302,
410115_E34.png,281,1318,340,1352,
410116_N35.png,283,1350,341,1365,
410117_M17.png,314,1364,341,1435,
410118_S29.png,286,1366,313,1433,
410119_Q3.png,295,1458,333,1504,
410120_N35.png,283,1500,357,1524,
410121_N37.png,273,1521,354,1549,
410122_V28.png,369,27,407,123,
410123_G43.png,357,123,418,209,
410124_N35.png,347,212,427,238,
410125_R8.png,396,235,430,306,
410126_R8.png,374,237,400,309,
410127_R8.png,347,234,375,308,
410128_M26.png,355,307,426,393,
410129_G25.png,349,391,429,472,
410130_G25.png,350,472,430,550,
410131_G25.png,349,552,431,628,
410132_S29.png,376,623,417,719,
410133_N35.png,354,716,432,738,
410134_M17.png,399,737,434,825,
410135_S29.png,364,738,397,826,
410136_V13.png,357,821,436,863,
410137_M18.png,381,863,427,957,
410138_D21.png,361,957,439,989,
410139_I9.png,356,985,439,1025,
410140_E34.png,361,1043,428,1079,
410141_N35.png,369,1079,429,1096,
410142_M17.png,402,1095,425,1159,
410143_S29.png,372,1094,399,1159,
410144_Q3.png,383,1179,421,1225,
410145_N35.png,366,1224,441,1243,
410146_UNKNOWN.png,362,1243,438,1319,
410147_M17.png,384,1325,423,1409,
410148_O50.png,376,1410,424,1453,
410149_G17.png,367,1452,438,1536,
410150_S29.png,389,1533,432,1617,
410151_M18.png,450,30,498,116,
410152_N35.png,436,115,510,135,
410153_V31.png,433,132,513,163,
410154_G39.png,434,166,509,232,
410155_V31.png,436,240,515,279,
410156_M18.png,464,275,498,364,
410157_N35.png,441,363,511,383,
410158_V31.png,440,382,518,420,
410159_E34.png,448,435,510,474,
410160_N35.png,451,474,511,489,
410161_M17.png,485,488,502,550,
410162_S29.png,456,489,478,556,
410163_Q3.png,465,586,500,632,
410164_N35.png,442,633,521,654,
410165_N37.png,444,653,519,680,
410166_G35.png,443,683,523,764,
410167_S29.png,468,762,508,862,
410168_D54.png,445,860,527,931,
410169_V13.png,448,932,526,965,
410170_N35.png,446,964,527,989,
410171_V28.png,468,991,519,1086,
410172_D21.png,447,1089,529,1118,
410173_X1.png,463,1118,518,1151,
410174_M17.png,470,1149,515,1237,
410175_UNKNOWN.png,448,1237,535,1271,
410176_D58.png,468,1276,533,1342,
410177_UNKNOWN.png,473,1343,521,1381,
410178_G35.png,455,1378,535,1461,
410179_N35.png,454,1458,537,1476,
410180_G17.png,457,1473,535,1558,
410181_G43.png,526,19,595,111,
410182_D36.png,527,105,602,134,
410183_D58.png,541,139,598,211,
410184_S34.png,533,214,602,303,
410185_G17.png,527,298,608,382,
410186_G25.png,526,374,605,445,
410187_X1.png,542,447,593,472,
410188_N18.png,528,471,609,494,
410189_G25.png,528,496,608,565,
410190_N35.png,529,571,611,592,
410191_I9.png,528,589,611,623,
410192_N35.png,529,620,610,644,
410193_S29.png,560,640,590,725,
410194_N35.png,531,725,613,749,
410195_N29.png,549,748,607,791,
410196_D58.png,570,794,614,858,
410197_D58.png,532,794,576,858,
410198_M1.png,557,861,601,941,
410199_N35.png,534,938,616,959,
410200_I9.png,534,956,616,991,
410201_N35.png,535,992,617,1009,
410202_S29.png,561,1015,603,1105,
410203_N35.png,536,1103,620,1127,
410204_G17.png,544,1122,618,1202,
410205_F26.png,539,1202,620,1263,
410206_W24.png,564,1262,603,1304,
410207_D36.png,542,1288,623,1334,
410208_M17.png,586,1333,623,1424,
410209_X1.png,542,1360,589,1399,
410210_I9.png,545,1420,624,1454,
410211_G17.png,542,1447,623,1533,
410212_F26.png,544,1530,623,1583,
410213_W24.png,571,1583,607,1618,
410214_S29.png,660,9,695,92,
410215_M12.png,615,11,656,99,
410216_O50.png,638,96,682,127,
410217_V13.png,617,127,695,158,
410218_N35.png,614,155,698,177,
410219_M23.png,659,176,702,259,
410220_G43.png,620,175,678,258,
410221_E34.png,627,277,686,315,
410222_N35.png,625,313,684,331,
410223_M17.png,663,327,682,395,
410224_S29.png,633,330,656,400,
410225_Q3.png,635,421,683,471,
410226_N35.png,619,469,703,489,
410227_V7.png,640,486,688,562,
410228_N35.png,620,563,705,593,
410229_D62.png,623,594,702,674,
410230_N14.png,623,670,703,739,
410231_M17.png,675,746,703,831,
410232_W25.png,623,745,678,827,
410233_N35.png,625,830,705,854,
410234_D46.png,623,855,708,887,
410235_G35.png,628,889,708,973,
410236_X1.png,648,969,698,1000,
410237_N14.png,629,998,705,1052,
410238_UNKNOWN.png,687,1054,712,1134,
410239_G43.png,628,1060,694,1155,
410240_UNKNOWN.png,626,1155,713,1192,
410241_D58.png,669,1196,715,1268,
410242_S34.png,628,1194,672,1275,
410243_G17.png,633,1271,712,1356,
410244_G25.png,634,1356,716,1430,
410245_X1.png,647,1426,706,1454,
410246_N18.png,638,1450,720,1475,
410247_V7.png,645,1472,712,1549,
410248_N35.png,635,1546,717,1566,
410249_M17.png,752,13,781,99,
410250_O50.png,714,43,751,84,
410251_G17.png,710,100,782,180,
410252_S29.png,739,177,769,258,
410253_V31.png,709,255,786,294,
410254_D35.png,710,289,791,323,
410255_S29.png,739,320,774,393,
410256_V31.png,716,391,790,422,
410257_V31.png,711,421,792,453,
410258_D35.png,710,448,794,487,
410259_S29.png,736,479,769,559,
410260_V31.png,714,554,792,596,
410261_D28.png,721,588,786,645,
410262_V31.png,716,641,793,682,
410263_V13.png,716,677,794,709,
410264_G43.png,721,713,787,795,
410265_X1.png,734,794,783,820,
410266_D28.png,728,819,788,867,
410267_I10.png,715,871,799,954,
410268_P8.png,739,918,783,995,
410269_M17.png,775,988,802,1078,
410270_G43.png,719,996,779,1085,
410271_D54.png,728,1082,796,1127,
410272_N35.png,725,1124,800,1140,
410273_O50.png,740,1136,780,1174,
410274_D21.png,730,1173,798,1198,
410275_V13.png,722,1197,801,1230,
410276_UNKNOWN.png,732,1228,794,1299,
410277_M17.png,784,1295,805,1381,
410278_G43.png,726,1300,786,1379,
410279_D54.png,736,1377,795,1413,
410280_N35.png,723,1414,803,1432,
410281_O50.png,743,1427,788,1464,
410282_D21.png,728,1464,801,1487,
410283_V13.png,729,1482,803,1509,
410284_S29.png,788,1508,808,1576,
410285_G17.png,728,1515,786,1579,
410286_V31.png,731,1578,804,1614,
410287_I9.png,794,5,874,38,
410288_N35.png,797,34,871,54,
410289_Aa27.png,812,52,866,126,
410290_D19.png,813,131,868,181,
410291_V31.png,798,182,877,211,
410292_G17.png,802,209,877,285,
410293_E17.png,797,281,880,352,
410294_M17.png,858,339,881,413,
410295_O50.png,801,351,854,396,
410296_G17.png,804,412,879,486,
410297_S29.png,827,482,871,556,
410298_V31.png,805,552,882,587,
410299_F18.png,801,579,887,613,
410300_F18.png,803,601,882,631,
410301_F18.png,805,626,886,656,
410302_V31.png,802,657,885,693,
410303_M44.png,863,691,889,774,
410304_UNKNOWN.png,803,692,869,775,
410305_M17.png,860,775,891,864,
410306_O50.png,807,771,855,807,
410307_G17.png,804,807,868,878,
410308_S29.png,869,869,892,942,
410309_V31.png,804,891,867,920,
410310_D36.png,806,920,893,955,
410311_V31.png,807,956,890,991,
410312_V28.png,865,988,892,1060,
410313_Q3.png,811,999,859,1054,
410314_G39.png,809,1058,891,1130,
410315_D46.png,809,1131,892,1158,
410316_V4.png,809,1156,887,1221,
410317_G14.png,820,1209,898,1272,
410318_I9.png,813,1263,896,1294,
410319_D46.png,815,1289,895,1312,
410320_F18.png,815,1309,896,1331,
410321_V31.png,813,1329,894,1361,
410322_O1.png,825,1356,886,1396,
410323_D21.png,817,1392,893,1419,
410324_V30.png,819,1417,893,1446,
410325_D21.png,817,1446,897,1467,
410326_Q3.png,860,1464,896,1501,
410327_X1.png,816,1471,858,1499,
410328_N1.png,812,1499,897,1523,
410329_V6.png,826,1522,888,1561,
410330_D21.png,824,1559,889,1582,
410331_D21.png,818,1581,896,1602,
410332_O50.png,926,15,969,55,
410333_Q3.png,885,8,926,60,
410334_L1.png,892,56,964,140,
410335_D21.png,886,135,969,166,
410336_V31.png,885,164,971,203,
410337_M17.png,910,201,954,277,
410338_U15.png,892,273,976,303,
410339_X1.png,915,298,954,326,
410340_R8.png,909,325,966,396,
410341_V30.png,890,397,977,431,
410342_D1.png,899,431,970,475,
410343_V31.png,893,473,978,507,
410344_G17.png,896,505,975,591,
410345_G5.png,896,586,978,670,
410346_D46.png,895,669,980,695,
410347_G35.png,899,693,983,774,
410348_X1.png,949,778,985,805,
410349_N14.png,897,775,952,833,
410350_M17.png,950,810,981,893,
410351_O50.png,906,834,952,882,
410352_G17.png,902,896,981,972,
410353_S29.png,926,969,965,1045,
410354_V31.png,906,1044,981,1079,
410355_G17.png,913,1079,984,1148,
410356_W18.png,905,1147,988,1215,
410357_X1.png,925,1211,971,1233,
410358_V31.png,909,1232,990,1267,
410359_G17.png,911,1264,988,1344,
410360_W18.png,907,1345,989,1417,
410361_D10.png,908,1421,991,1442,
410362_X1.png,927,1439,975,1466,
410363_G5.png,909,1469,991,1535,
410364_M17.png,965,1532,993,1618,
410365_O50.png,914,1562,958,1603,
410366_G17.png,985,9,1060,87,
410367_F4.png,980,90,1066,148,
410368_X1.png,1004,145,1054,174,
410369_F34.png,989,174,1063,233,
410370_V31.png,983,229,1064,271,
410371_Q1.png,999,266,1059,338,
410372_D4.png,987,339,1068,371,
410373_D35.png,985,370,1070,407,
410374_S29.png,1037,404,1069,495,
410375_UNKNOWN.png,989,410,1024,504,
410376_W22.png,1042,524,1073,559,
410377_G17.png,988,495,1063,576,
410378_N35.png,986,573,1066,593,
410379_V31.png,990,594,1068,625,
410380_M17.png,1051,621,1073,705,
410381_I9.png,990,705,1072,744,
410382_D35.png,991,742,1075,779,
410383_S29.png,1040,775,1069,865,
410384_UNKNOWN.png,998,780,1037,867,
410385_O50.png,1014,866,1060,897,
410386_G17.png,998,900,1071,972,
410387_N35.png,993,969,1073,989,
410388_G39.png,995,988,1077,1065,
410389_V31.png,998,1067,1072,1098,
410390_M17.png,1056,1095,1079,1166,
410391_G17.png,998,1098,1060,1171,
410392_I9.png,997,1166,1079,1197,
410393_G5.png,1000,1192,1076,1270,
410394_D35.png,997,1268,1078,1297,
410395_S29.png,1045,1291,1074,1371,
410396_UNKNOWN.png,1005,1294,1035,1378,
410397_O50.png,1048,1390,1081,1420,
410398_G17.png,998,1373,1062,1442,
410399_N35.png,1002,1440,1077,1460,
410400_V31.png,1002,1457,1076,1493,
410401_M17.png,1064,1493,1085,1569,
410402_G17.png,1002,1496,1064,1571,
410403_I9.png,1003,1568,1085,1601,
050000_N35.png,22,30,108,50,
050001_E34.png,39,63,93,98,
050002_N35.png,37,97,93,112,
050003_M17.png,69,111,92,170,
050004_S29.png,43,113,61,172,
050005_S29.png,85,192,107,276,
050006_V4.png,25,191,82,274,
050007_G35.png,26,268,105,358,
050008_N31.png,23,355,108,388,
050009_E34.png,38,410,95,445,
050010_N35.png,37,441,93,462,
050011_M17.png,72,458,94,525,
050012_S29.png,44,462,64,522,
050013_V13.png,24,539,109,573,
050014_G43.png,26,572,93,663,
050015_X1.png,36,663,86,694,
050016_UNKNOWN.png,20,692,109,810,
050017_U33.png,68,808,106,888,
050018_M17.png,26,812,55,889,
050019_D60.png,28,889,104,980,
050020_O1.png,23,977,101,1027,
050021_D21.png,17,1024,102,1053,
050022_M17.png,41,1052,88,1135,
050023_G17.png,20,1136,93,1217,
050024_V31.png,19,1214,106,1257,
050025_D58.png,52,1259,109,1348,
050026_M17.png,16,1256,46,1349,
050027_V31.png,18,1350,101,1399,
050028_X1.png,34,1388,85,1415,
050029_G5.png,18,1415,108,1500,
050030_O49.png,33,1489,88,1541,
050031_UNKNOWN.png,44,1540,73,1599,
050032_D36.png,125,28,202,61,
050033_G35.png,120,63,201,148,
050034_D58.png,141,143,194,217,
050035_UNKNOWN.png,131,213,199,293,
050036_M1.png,148,295,183,384,
050037_G43.png,130,377,193,467,
050038_D36.png,123,465,205,497,
050039_D60.png,132,500,200,589,
050040_M17.png,172,596,201,670,
050041_Z11.png,118,593,170,666,
050042_M17.png,148,672,175,759,
050043_P8.png,185,772,204,853,
050044_I10.png,115,771,188,857,
050045_V13.png,121,850,192,879,
050046_O34.png,117,876,197,895,
050047_S24.png,115,894,193,920,
050048_U1.png,121,917,195,982,
050049_G35.png,116,985,202,1069,
050050_N29.png,163,1061,202,1109,
050051_X1.png,117,1077,157,1109,
050052_P6.png,136,1109,181,1202,
050053_M17.png,175,1190,203,1279,
050054_N35.png,114,1226,179,1248,
050055_N5.png,126,1268,181,1321,
050056_O50.png,129,1320,179,1366,
050057_I9.png,115,1357,199,1393,
050058_X1.png,125,1386,180,1417,
050059_Q1.png,135,1418,189,1480,
050060_D4.png,116,1482,196,1511,
050061_V13.png,117,1514,193,1543,
050062_O34.png,114,1540,194,1565,
050063_S24.png,118,1564,195,1588,
050064_O50.png,235,26,273,61,
050065_I9.png,213,51,299,81,
050066_X1.png,234,75,278,101,
050067_M17.png,268,94,291,174,
050068_X1.png,217,123,257,155,
050069_I9.png,213,175,299,203,
050070_Q1.png,239,204,294,268,
050071_D4.png,217,271,290,303,
050072_G17.png,223,307,289,382,
050073_UNKNOWN.png,223,380,296,437,
050074_G17.png,221,433,289,509,
050075_I9.png,216,506,296,541,
050076_N35.png,215,538,296,559,
050077_G25.png,213,557,296,623,
050078_Z1.png,245,623,266,650,
050079_I9.png,209,649,299,680,
050080_T21.png,213,676,294,704,
050081_Z1.png,240,704,264,735,
050082_S29.png,241,731,270,813,
050083_N35.png,213,812,292,831,
050084_G17.png,220,829,288,905,
050085_Q3.png,231,904,276,947,
050086_N35.png,210,946,294,966,
050087_W11.png,241,981,290,1034,
050088_S29.png,211,963,242,1046,
050089_UNKNOWN.png,210,1044,291,1077,
050090_T21.png,212,1075,297,1110,
050091_Z1.png,243,1108,263,1139,
050092_S29.png,233,1142,269,1226,
050093_N35.png,214,1223,291,1242,
050094_G17.png,211,1241,291,1325,
050095_Q3.png,228,1321,281,1367,
050096_N35.png,208,1366,293,1384,
050097_W11.png,245,1400,288,1452,
050098_S29.png,212,1386,239,1467,
050099_UNKNOWN.png,206,1462,287,1496,
050100_M17.png,271,1496,294,1577,
050101_G43.png,207,1495,272,1577,
050102_M17.png,368,28,392,100,
050103_N35.png,307,54,369,79,
050104_V13.png,311,99,393,126,
050105_G43.png,322,122,381,204,
050106_X1.png,326,205,372,231,
050107_M17.png,355,230,386,306,
050108_S29.png,317,231,346,311,
050109_R8.png,363,313,391,385,
050110_G7.png,308,309,366,391,
050111_G43.png,318,389,371,466,
050112_D36.png,311,461,386,490,
050113_D60.png,323,490,380,569,
050114_Q1.png,348,571,389,640,
050115_Q1.png,309,568,347,640,
050116_Q1.png,344,640,389,701,
050117_X1.png,307,661,344,691,
050118_O1.png,308,703,385,741,
050119_D21.png,311,741,380,767,
050120_G17.png,311,765,379,838,
050121_G43.png,323,833,374,914,
050122_D36.png,309,902,386,932,
050123_D60.png,317,933,379,1011,
050124_X1.png,327,1012,367,1040,
050125_D36.png,306,1036,388,1068,
050126_UNKNOWN.png,329,1067,362,1147,
050127_E34.png,321,1161,373,1197,
050128_N35.png,316,1196,372,1211,
050129_M17.png,345,1210,366,1279,
050130_S29.png,321,1212,344,1278,
050131_M17.png,359,1290,380,1367,
050132_N35.png,300,1322,361,1343,
050133_G5.png,304,1367,383,1450,
050134_N41.png,337,1457,375,1512,
050135_S29.png,306,1449,334,1521,
050136_E34.png,310,1533,375,1575,
050137_G25.png,398,28,483,94,
050138_Z1.png,432,93,454,123,
050139_M17.png,423,123,460,200,
050140_D21.png,402,198,473,226,
050141_Q3.png,444,222,477,265,
050142_X1.png,399,232,440,263,
050143_N1.png,399,262,479,287,
050144_N37.png,400,287,480,315,
050145_G1.png,400,316,475,396,
050146_X1.png,417,389,469,418,
050147_M17.png,425,416,465,502,
050148_D21.png,400,500,472,527,
050149_UNKNOWN.png,397,543,482,576,
050150_Q3.png,441,576,479,624,
050151_X1.png,400,587,442,618,
050152_D21.png,405,624,472,646,
050153_G17.png,408,646,471,717,
050154_V13.png,404,714,479,742,
050155_N29.png,451,743,482,776,
050156_D21.png,397,744,455,769,
050157_S29.png,449,773,474,848,
050158_T20.png,400,771,434,840,
050159_UNKNOWN.png,402,842,475,882,
050160_S29.png,422,879,453,955,
050161_N35.png,399,953,477,969,
050162_M12.png,441,969,472,1043,
050163_S29.png,400,968,429,1050,
050164_G17.png,398,1050,470,1130,
050165_X1.png,436,1141,474,1171,
050166_UNKNOWN.png,399,1127,433,1176,
050167_M12.png,434,1171,468,1258,
050168_S29.png,399,1177,428,1262,
050169_G17.png,396,1258,471,1340,
050170_V28.png,442,1335,477,1417,
050171_N29.png,397,1340,439,1386,
050172_X1.png,399,1386,439,1415,
050173_W22.png,418,1415,450,1466,
050174_D2.png,407,1465,469,1526,
050175_G43.png,403,1523,471,1599,
050176_N37.png,499,26,574,51,
050177_V4.png,501,50,571,115,
050178_G35.png,492,111,571,193,
050179_M17.png,525,188,553,264,
050180_G43.png,507,262,564,345,
050181_D36.png,489,338,572,370,
050182_UNKNOWN.png,493,371,575,403,
050183_G43.png,495,401,564,485,
050184_D35.png,491,487,574,523,
050185_M42.png,505,521,562,586,
050186_N35.png,493,585,571,608,
050187_X1.png,510,608,554,631,
050188_O50.png,513,631,547,670,
050189_D21.png,493,675,563,700,
050190_I9.png,490,696,570,726,
050191_O34.png,489,723,568,742,
050192_N35.png,492,740,568,764,
050193_Y3.png,493,762,556,836,
050194_Y2.png,491,833,568,858,
050195_O34.png,491,857,569,878,
050196_N37.png,489,879,566,902,
050197_Y3.png,496,902,561,973,
050198_Y2.png,491,973,570,997,
050199_E34.png,500,1014,558,1045,
050200_N35.png,499,1045,558,1061,
050201_M17.png,530,1059,553,1129,
050202_S29.png,502,1060,527,1127,
050203_G17.png,492,1146,566,1222,
050204_I10.png,487,1224,569,1314,
050205_D58.png,508,1261,565,1329,
050206_D36.png,484,1319,570,1354,
050207_M195.png,514,1350,535,1419,
050208_G36.png,482,1415,571,1483,
050209_D21.png,486,1481,568,1508,
050210_D35.png,483,1507,570,1539,
050211_O34.png,483,1537,568,1554,
050212_N37.png,486,1557,564,1578,
050213_P8.png,650,22,671,110,
050214_I10.png,579,24,656,109,
050215_F35.png,607,62,640,140,
050216_I9.png,583,129,671,161,
050217_D21.png,582,161,663,183,
050218_G43.png,590,183,653,263,
050219_G35.png,583,263,661,344,
050220_U1.png,592,333,663,394,
050221_D4.png,589,391,667,414,
050222_G35.png,586,415,665,493,
050223_G43.png,589,485,655,568,
050224_R4.png,583,569,664,617,
050225_X1.png,619,624,659,652,
050226_Q3.png,584,623,619,665,
050227_G43.png,587,657,653,736,
050228_G1.png,582,736,656,813,
050229_Q3.png,622,813,660,855,
050230_X1.png,581,820,626,856,
050231_D10.png,582,854,664,887,
050232_M17.png,640,886,663,963,
050233_N35.png,580,886,643,903,
